tab delimited	contribution																																		
id	version	timestamp	contributor	data_model_version	reference	description																													
17114	2	2021-04-22T00:16:27.735Z	@najmagic	3	10.1130/L580.1	"Added geologic_classes, lithologies, and ages to the locations table. Fix other ages problems. Fix other data formatting issues.  Added other required columns. "																													
>>>>>>>>>>																																			
tab delimited	locations																																		
location	location_type	citations	geologic_classes	lithologies	lat_s	lat_n	lon_w	lon_e	age_low	age_high	age_unit																								
This study		1.8	291.7	39.7	SLB35.8a_LP-DIR-T	7.23E-07	1.83E-08	1.32E-08	4.26E-09	1	273	LT-T-Z:LP-DIR-T	16	g	pmagpy-3.2.1	SLB35.8a	u	0	0	868	SLB35.8a_LP-DIR-T-16														
This study		0.6	289.7	39.4	SLB35.8a_LP-DIR-T	3.90E-07	2.93E-09	2.03E-09	2.49E-09	1	273	LT-T-Z:LP-DIR-T	17	g	pmagpy-3.2.1	SLB35.8a	u	0	0	883	SLB35.8a_LP-DIR-T-17														
This study		1.8	291.4	39.8	SLB35.8a_LP-DIR-T	2.08E-07	5.29E-09	3.90E-09	1.60E-09	1	273	LT-T-Z:LP-DIR-T	18	b	pmagpy-3.2.1	SLB35.8a	u	0	0	898	SLB35.8a_LP-DIR-T-18														
This study		1.6	291.8	39.7	SLB35.8a_LP-DIR-T	2.08E-07	3.90E-09	4.14E-09	1.54E-09	1	273	LT-T-Z:LP-DIR-T	19	g	pmagpy-3.2.1	SLB35.8a	u	0	0	898	SLB35.8a_LP-DIR-T-19														
This study		1	287.6	38.8	SLB35.8a_LP-DIR-T	1.19E-07	1.62E-09	5.87E-10	1.06E-09	1	273	LT-T-Z:LP-DIR-T	20	g	pmagpy-3.2.1	SLB35.8a	u	0	0	913	SLB35.8a_LP-DIR-T-20														
This study		1	291.7	37.5	SLB35.8a_LP-DIR-T	8.75E-08	1.28E-09	8.60E-10	3.18E-10	1	273	LT-T-Z:LP-DIR-T	21	g	pmagpy-3.2.1	SLB35.8a	u	0	0	928	SLB35.8a_LP-DIR-T-21														
This study		3.4	290.1	37.8	SLB35.8a_LP-DIR-T	6.30E-08	3.56E-09	1.28E-09	3.02E-10	1	273	LT-T-Z:LP-DIR-T	22	g	pmagpy-3.2.1	SLB35.8a	u	0	0	938	SLB35.8a_LP-DIR-T-22														
This study		2	287.4	38.7	SLB35.8a_LP-DIR-T	3.87E-08	1.23E-09	6.04E-10	9.70E-11	1	273	LT-T-Z:LP-DIR-T	23	g	pmagpy-3.2.1	SLB35.8a	u	0	0	948	SLB35.8a_LP-DIR-T-23														
This study		2.8	289.1	38.2	SLB35.8a_LP-DIR-T	3.48E-08	1.52E-09	7.58E-10	8.82E-11	1	273	LT-T-Z:LP-DIR-T	24	g	pmagpy-3.2.1	SLB35.8a	u	0	0	953	SLB35.8a_LP-DIR-T-24														
This study		1.1	282.1	33.7	SLB35.9a_LP-DIR-T	3.14E-06	5.57E-08	2.31E-08	2.09E-08	1	273	LT-NO:LP-DIR-T	1	g	pmagpy-3.2.1	SLB35.9a	u	0	0	273	SLB35.9a_LP-DIR-T-1														
This study		0.5	281.7	33.9	SLB35.9a_LP-DIR-T	3.12E-06	2.30E-08	1.90E-08	1.16E-08	1	273	LT-LT-Z:LP-DIR-T	2	g	pmagpy-3.2.1	SLB35.9a	u	0	0	77	SLB35.9a_LP-DIR-T-2														
This study		1	281.3	34	SLB35.9a_LP-DIR-T	3.10E-06	5.17E-08	1.52E-08	2.10E-08	1	273	LT-T-Z:LP-DIR-T	3	g	pmagpy-3.2.1	SLB35.9a	u	0	0	373	SLB35.9a_LP-DIR-T-3														
This study		0.4	280.1	33.2	SLB35.9a_LP-DIR-T	3.00E-06	1.83E-08	1.74E-08	6.35E-09	1	273	LT-T-Z:LP-DIR-T	4	g	pmagpy-3.2.1	SLB35.9a	u	0	0	473	SLB35.9a_LP-DIR-T-4														
This study		2.2	282.7	33	SLB35.9a_LP-DIR-T	2.73E-06	1.04E-07	1.25E-08	1.47E-08	1	273	LT-T-Z:LP-DIR-T	5	g	pmagpy-3.2.1	SLB35.9a	u	0	0	573	SLB35.9a_LP-DIR-T-5														
This study		0.6	282.1	33.1	SLB35.9a_LP-DIR-T	2.30E-06	1.29E-08	1.46E-08	1.45E-08	1	273	LT-T-Z:LP-DIR-T	6	g	pmagpy-3.2.1	SLB35.9a	u	0	0	673	SLB35.9a_LP-DIR-T-6														
This study		1.2	280.2	33.2	SLB35.9a_LP-DIR-T	2.15E-06	4.01E-08	1.78E-08	1.11E-08	1	273	LT-T-Z:LP-DIR-T	7	g	pmagpy-3.2.1	SLB35.9a	u	0	0	723	SLB35.9a_LP-DIR-T-7														
This study		1.6	281.4	32.8	SLB35.9a_LP-DIR-T	2.10E-06	5.41E-08	2.24E-08	1.25E-08	1	273	LT-T-Z:LP-DIR-T	8	g	pmagpy-3.2.1	SLB35.9a	u	0	0	748	SLB35.9a_LP-DIR-T-8														
This study		1.4	280	32.7	SLB35.9a_LP-DIR-T	2.01E-06	4.53E-08	1.83E-08	1.42E-08	1	273	LT-T-Z:LP-DIR-T	9	g	pmagpy-3.2.1	SLB35.9a	u	0	0	773	SLB35.9a_LP-DIR-T-9														
This study		1.8	281.1	33	SLB35.9a_LP-DIR-T	1.90E-06	5.63E-08	2.05E-08	1.20E-08	1	273	LT-T-Z:LP-DIR-T	10	g	pmagpy-3.2.1	SLB35.9a	u	0	0	798	SLB35.9a_LP-DIR-T-10														
This study		2.8	279.3	32.7	SLB35.9a_LP-DIR-T	1.74E-06	8.53E-08	1.58E-08	7.33E-09	1	273	LT-T-Z:LP-DIR-T	11	g	pmagpy-3.2.1	SLB35.9a	u	0	0	823	SLB35.9a_LP-DIR-T-11														
This study		2.9	282.5	33.1	SLB35.9a_LP-DIR-T	1.55E-06	7.46E-08	2.19E-08	7.73E-09	1	273	LT-T-Z:LP-DIR-T	12	g	pmagpy-3.2.1	SLB35.9a	u	0	0	833	SLB35.9a_LP-DIR-T-12														
This study		1	282.8	33	SLB35.9a_LP-DIR-T	1.50E-06	2.22E-08	1.15E-08	7.70E-09	1	273	LT-T-Z:LP-DIR-T	13	g	pmagpy-3.2.1	SLB35.9a	u	0	0	843	SLB35.9a_LP-DIR-T-13														
This study		2.4	280.1	33.2	SLB35.9a_LP-DIR-T	1.34E-06	5.48E-08	1.38E-08	4.70E-09	1	273	LT-T-Z:LP-DIR-T	14	g	pmagpy-3.2.1	SLB35.9a	u	0	0	848	SLB35.9a_LP-DIR-T-14														
This study		1.6	281.2	33.1	SLB35.9a_LP-DIR-T	1.22E-06	3.26E-08	1.13E-08	5.16E-09	1	273	LT-T-Z:LP-DIR-T	15	g	pmagpy-3.2.1	SLB35.9a	u	0	0	853	SLB35.9a_LP-DIR-T-15														
This study		1.1	284.2	34	SLB35.9a_LP-DIR-T	1.12E-06	1.04E-08	1.09E-08	1.58E-08	1	273	LT-T-Z:LP-DIR-T	16	g	pmagpy-3.2.1	SLB35.9a	u	0	0	868	SLB35.9a_LP-DIR-T-16														
This study		1.1	281.9	34.1	SLB35.9a_LP-DIR-T	5.37E-07	6.85E-09	3.80E-09	7.42E-09	1	273	LT-T-Z:LP-DIR-T	17	g	pmagpy-3.2.1	SLB35.9a	u	0	0	883	SLB35.9a_LP-DIR-T-17														
This study		2.4	282.1	34.2	SLB35.9a_LP-DIR-T	3.30E-07	1.27E-08	4.65E-09	2.19E-09	1	273	LT-T-Z:LP-DIR-T	18	b	pmagpy-3.2.1	SLB35.9a	u	0	0	898	SLB35.9a_LP-DIR-T-18														
This study		1.8	282.8	34	SLB35.9a_LP-DIR-T	3.31E-07	9.06E-09	5.12E-09	2.53E-09	1	273	LT-T-Z:LP-DIR-T	19	g	pmagpy-3.2.1	SLB35.9a	u	0	0	898	SLB35.9a_LP-DIR-T-19														
This study		1.5	279.1	32.9	SLB35.9a_LP-DIR-T	1.51E-07	3.73E-09	6.74E-10	1.39E-09	1	273	LT-T-Z:LP-DIR-T	20	g	pmagpy-3.2.1	SLB35.9a	u	0	0	913	SLB35.9a_LP-DIR-T-20														
This study		1.2	282.9	32	SLB35.9a_LP-DIR-T	1.02E-07	1.83E-09	8.58E-10	9.67E-10	1	273	LT-T-Z:LP-DIR-T	21	g	pmagpy-3.2.1	SLB35.9a	u	0	0	928	SLB35.9a_LP-DIR-T-21														
This study		2.7	279.1	32.5	SLB35.9a_LP-DIR-T	7.20E-08	3.20E-09	9.42E-10	6.92E-10	1	273	LT-T-Z:LP-DIR-T	22	g	pmagpy-3.2.1	SLB35.9a	u	0	0	938	SLB35.9a_LP-DIR-T-22														
This study		0.8	277.3	33.1	SLB35.9a_LP-DIR-T	4.01E-08	4.95E-10	3.62E-10	1.43E-10	1	273	LT-T-Z:LP-DIR-T	23	g	pmagpy-3.2.1	SLB35.9a	u	0	0	948	SLB35.9a_LP-DIR-T-23														
This study		3.5	281.3	32.8	SLB35.9a_LP-DIR-T	3.67E-08	2.13E-09	6.69E-10	1.17E-10	1	273	LT-T-Z:LP-DIR-T	24	g	pmagpy-3.2.1	SLB35.9a	u	0	0	953	SLB35.9a_LP-DIR-T-24														
This study		1.3	1.6	48.1	SLB36.1a_LP-DIR-T	1.62E-06	1.83E-08	2.76E-08	2.17E-08	1	273	LT-NO:LP-DIR-T	1	g	pmagpy-3.2.1	SLB36.1a	u	0	0	273	SLB36.1a_LP-DIR-T-1														
This study		1.3	1	48	SLB36.1a_LP-DIR-T	1.60E-06	2.02E-08	2.21E-08	2.45E-08	1	273	LT-LT-Z:LP-DIR-T	2	g	pmagpy-3.2.1	SLB36.1a	u	0	0	77	SLB36.1a_LP-DIR-T-2														
This study		1.4	2.2	47.8	SLB36.1a_LP-DIR-T	1.59E-06	2.25E-08	2.44E-08	2.40E-08	1	273	LT-T-Z:LP-DIR-T	3	g	pmagpy-3.2.1	SLB36.1a	u	0	0	373	SLB36.1a_LP-DIR-T-3														
This study		1.8	2.6	47.2	SLB36.1a_LP-DIR-T	1.52E-06	2.75E-08	2.21E-08	3.28E-08	1	273	LT-T-Z:LP-DIR-T	4	g	pmagpy-3.2.1	SLB36.1a	u	0	0	473	SLB36.1a_LP-DIR-T-4														
This study		1.9	2.4	46.8	SLB36.1a_LP-DIR-T	1.40E-06	1.56E-08	3.99E-08	2.24E-08	1	273	LT-T-Z:LP-DIR-T	5	g	pmagpy-3.2.1	SLB36.1a	u	0	0	573	SLB36.1a_LP-DIR-T-5														
This study		1.2	1.4	46.7	SLB36.1a_LP-DIR-T	1.19E-06	1.54E-08	1.25E-08	1.77E-08	1	273	LT-T-Z:LP-DIR-T	6	g	pmagpy-3.2.1	SLB36.1a	u	0	0	673	SLB36.1a_LP-DIR-T-6														
This study		1.3	0.8	46.5	SLB36.1a_LP-DIR-T	1.10E-06	1.53E-08	6.39E-09	1.85E-08	1	273	LT-T-Z:LP-DIR-T	7	g	pmagpy-3.2.1	SLB36.1a	u	0	0	723	SLB36.1a_LP-DIR-T-7														
This study		1.4	359.3	46.5	SLB36.1a_LP-DIR-T	1.06E-06	1.10E-08	2.21E-08	8.29E-09	1	273	LT-T-Z:LP-DIR-T	8	g	pmagpy-3.2.1	SLB36.1a	u	0	0	748	SLB36.1a_LP-DIR-T-8														
This study		2.3	0.5	46.9	SLB36.1a_LP-DIR-T	1.02E-06	1.99E-08	3.34E-08	1.44E-08	1	273	LT-T-Z:LP-DIR-T	9	g	pmagpy-3.2.1	SLB36.1a	u	0	0	773	SLB36.1a_LP-DIR-T-9														
This study		1.6	3	46.8	SLB36.1a_LP-DIR-T	9.76E-07	9.70E-09	2.46E-08	8.93E-09	1	273	LT-T-Z:LP-DIR-T	10	g	pmagpy-3.2.1	SLB36.1a	u	0	0	798	SLB36.1a_LP-DIR-T-10														
This study		1.6	0.9	46.8	SLB36.1a_LP-DIR-T	8.80E-07	1.85E-08	6.12E-09	1.56E-08	1	273	LT-T-Z:LP-DIR-T	11	g	pmagpy-3.2.1	SLB36.1a	u	0	0	823	SLB36.1a_LP-DIR-T-11														
This study		1.2	359.5	46.4	SLB36.1a_LP-DIR-T	8.41E-07	1.09E-08	5.01E-09	1.39E-08	1	273	LT-T-Z:LP-DIR-T	12	g	pmagpy-3.2.1	SLB36.1a	u	0	0	833	SLB36.1a_LP-DIR-T-12														
This study		1.3	2.3	46.7	SLB36.1a_LP-DIR-T	7.79E-07	9.37E-09	1.03E-08	1.12E-08	1	273	LT-T-Z:LP-DIR-T	13	g	pmagpy-3.2.1	SLB36.1a	u	0	0	843	SLB36.1a_LP-DIR-T-13														
This study		1.2	0.3	46.5	SLB36.1a_LP-DIR-T	7.64E-07	9.13E-09	7.22E-09	1.24E-08	1	273	LT-T-Z:LP-DIR-T	14	g	pmagpy-3.2.1	SLB36.1a	u	0	0	848	SLB36.1a_LP-DIR-T-14														
This study		1.4	356.7	47.2	SLB36.1a_LP-DIR-T	7.31E-07	7.86E-09	1.35E-08	8.64E-09	1	273	LT-T-Z:LP-DIR-T	15	g	pmagpy-3.2.1	SLB36.1a	u	0	0	853	SLB36.1a_LP-DIR-T-15														
This study		1.5	1.3	46.9	SLB36.1a_LP-DIR-T	5.95E-07	1.03E-08	1.03E-08	7.81E-09	1	273	LT-T-Z:LP-DIR-T	16	g	pmagpy-3.2.1	SLB36.1a	u	0	0	868	SLB36.1a_LP-DIR-T-16														
This study		0.9	3.6	46.6	SLB36.1a_LP-DIR-T	4.18E-07	5.00E-09	2.14E-09	3.90E-09	1	273	LT-T-Z:LP-DIR-T	17	g	pmagpy-3.2.1	SLB36.1a	u	0	0	883	SLB36.1a_LP-DIR-T-17														
This study		0.8	2.9	45.7	SLB36.1a_LP-DIR-T	1.12E-07	1.17E-09	1.01E-09	6.07E-10	1	273	LT-T-Z:LP-DIR-T	18	b	pmagpy-3.2.1	SLB36.1a	u	0	0	898	SLB36.1a_LP-DIR-T-18														
This study		1.1	3.5	45.7	SLB36.1a_LP-DIR-T	1.12E-07	1.31E-09	1.89E-09	7.20E-10	1	273	LT-T-Z:LP-DIR-T	19	g	pmagpy-3.2.1	SLB36.1a	u	0	0	898	SLB36.1a_LP-DIR-T-19														
This study		2.4	0.2	46.1	SLB36.1a_LP-DIR-T	9.28E-08	1.61E-09	3.28E-09	1.39E-09	1	273	LT-T-Z:LP-DIR-T	20	g	pmagpy-3.2.1	SLB36.1a	u	0	0	913	SLB36.1a_LP-DIR-T-20														
This study		1.2	0.4	46.8	SLB36.1a_LP-DIR-T	6.31E-08	1.11E-09	5.60E-10	7.07E-10	1	273	LT-T-Z:LP-DIR-T	21	g	pmagpy-3.2.1	SLB36.1a	u	0	0	928	SLB36.1a_LP-DIR-T-21														
This study		1.5	357.6	46.5	SLB36.1a_LP-DIR-T	4.50E-08	9.80E-10	4.70E-10	6.06E-10	1	273	LT-T-Z:LP-DIR-T	22	g	pmagpy-3.2.1	SLB36.1a	u	0	0	938	SLB36.1a_LP-DIR-T-22														
This study		3	357.6	44.6	SLB36.1a_LP-DIR-T	2.80E-08	6.63E-10	1.20E-09	6.40E-10	1	273	LT-T-Z:LP-DIR-T	23	g	pmagpy-3.2.1	SLB36.1a	u	0	0	948	SLB36.1a_LP-DIR-T-23														
This study		3.5	351.7	40.3	SLB36.1a_LP-DIR-T	8.68E-09	2.47E-10	1.82E-10	4.69E-10	1	273	LT-T-Z:LP-DIR-T	24	g	pmagpy-3.2.1	SLB36.1a	u	0	0	953	SLB36.1a_LP-DIR-T-24														
This study		0.6	330.9	40.2	SLB36.2a_LP-DIR-T	1.26E-06	1.40E-08	8.22E-09	5.65E-09	1	273	LT-NO:LP-DIR-T	1	g	pmagpy-3.2.1	SLB36.2a	u	0	0	273	SLB36.2a_LP-DIR-T-1														
This study		0.6	328.3	40.3	SLB36.2a_LP-DIR-T	1.24E-06	7.41E-09	1.21E-08	4.56E-09	1	273	LT-LT-Z:LP-DIR-T	2	g	pmagpy-3.2.1	SLB36.2a	u	0	0	77	SLB36.2a_LP-DIR-T-2														
This study		0.5	329.7	40.2	SLB36.2a_LP-DIR-T	1.23E-06	1.02E-08	6.84E-09	4.51E-09	1	273	LT-T-Z:LP-DIR-T	3	g	pmagpy-3.2.1	SLB36.2a	u	0	0	373	SLB36.2a_LP-DIR-T-3														
This study		1.8	328.8	39.8	SLB36.2a_LP-DIR-T	1.13E-06	1.86E-08	3.15E-08	6.56E-09	1	273	LT-T-Z:LP-DIR-T	4	g	pmagpy-3.2.1	SLB36.2a	u	0	0	473	SLB36.2a_LP-DIR-T-4														
This study		0.5	329.8	39.3	SLB36.2a_LP-DIR-T	1.10E-06	1.05E-08	5.18E-09	4.28E-09	1	273	LT-T-Z:LP-DIR-T	5	g	pmagpy-3.2.1	SLB36.2a	u	0	0	573	SLB36.2a_LP-DIR-T-5														
This study		0.5	330	39	SLB36.2a_LP-DIR-T	9.57E-07	6.91E-09	6.28E-09	3.86E-09	1	273	LT-T-Z:LP-DIR-T	6	g	pmagpy-3.2.1	SLB36.2a	u	0	0	673	SLB36.2a_LP-DIR-T-6														
This study		0.6	325.8	38.8	SLB36.2a_LP-DIR-T	8.84E-07	7.22E-09	5.40E-09	3.24E-09	1	273	LT-T-Z:LP-DIR-T	7	g	pmagpy-3.2.1	SLB36.2a	u	0	0	723	SLB36.2a_LP-DIR-T-7														
This study		1.9	328.5	38.1	SLB36.2a_LP-DIR-T	8.57E-07	1.59E-08	2.42E-08	7.51E-09	1	273	LT-T-Z:LP-DIR-T	8	g	pmagpy-3.2.1	SLB36.2a	u	0	0	748	SLB36.2a_LP-DIR-T-8														
This study		0.6	327.5	38.4	SLB36.2a_LP-DIR-T	8.19E-07	7.53E-09	6.26E-09	5.31E-09	1	273	LT-T-Z:LP-DIR-T	9	g	pmagpy-3.2.1	SLB36.2a	u	0	0	773	SLB36.2a_LP-DIR-T-9														
This study		0.5	329.5	38.8	SLB36.2a_LP-DIR-T	7.82E-07	4.85E-09	4.70E-09	5.20E-09	1	273	LT-T-Z:LP-DIR-T	10	g	pmagpy-3.2.1	SLB36.2a	u	0	0	798	SLB36.2a_LP-DIR-T-10														
This study		1.1	328.5	38.9	SLB36.2a_LP-DIR-T	7.04E-07	1.09E-08	9.62E-09	2.61E-09	1	273	LT-T-Z:LP-DIR-T	11	g	pmagpy-3.2.1	SLB36.2a	u	0	0	823	SLB36.2a_LP-DIR-T-11														
This study		0.5	328	38.9	SLB36.2a_LP-DIR-T	6.70E-07	4.86E-09	4.38E-09	1.06E-09	1	273	LT-T-Z:LP-DIR-T	12	g	pmagpy-3.2.1	SLB36.2a	u	0	0	833	SLB36.2a_LP-DIR-T-12														
This study		1.7	328.2	39.1	SLB36.2a_LP-DIR-T	6.17E-07	1.03E-08	1.57E-08	3.08E-09	1	273	LT-T-Z:LP-DIR-T	13	g	pmagpy-3.2.1	SLB36.2a	u	0	0	843	SLB36.2a_LP-DIR-T-13														
This study		0.6	327.7	39.2	SLB36.2a_LP-DIR-T	6.03E-07	4.35E-09	5.51E-09	1.90E-09	1	273	LT-T-Z:LP-DIR-T	14	g	pmagpy-3.2.1	SLB36.2a	u	0	0	848	SLB36.2a_LP-DIR-T-14														
This study		0.4	327.8	38.9	SLB36.2a_LP-DIR-T	5.79E-07	3.82E-09	3.06E-09	1.54E-09	1	273	LT-T-Z:LP-DIR-T	15	g	pmagpy-3.2.1	SLB36.2a	u	0	0	853	SLB36.2a_LP-DIR-T-15														
This study		1.5	330.6	39.3	SLB36.2a_LP-DIR-T	4.78E-07	7.36E-09	3.07E-09	9.80E-09	1	273	LT-T-Z:LP-DIR-T	16	g	pmagpy-3.2.1	SLB36.2a	u	0	0	868	SLB36.2a_LP-DIR-T-16														
This study		1.4	329.3	39.2	SLB36.2a_LP-DIR-T	3.46E-07	5.11E-09	2.01E-09	7.08E-09	1	273	LT-T-Z:LP-DIR-T	17	g	pmagpy-3.2.1	SLB36.2a	u	0	0	883	SLB36.2a_LP-DIR-T-17														
This study		2.2	328.9	40.4	SLB36.2a_LP-DIR-T	8.14E-08	4.27E-10	2.52E-09	1.81E-09	1	273	LT-T-Z:LP-DIR-T	18	b	pmagpy-3.2.1	SLB36.2a	u	0	0	898	SLB36.2a_LP-DIR-T-18														
This study		2.6	328.6	40.1	SLB36.2a_LP-DIR-T	8.19E-08	8.01E-10	3.21E-09	1.81E-09	1	273	LT-T-Z:LP-DIR-T	19	g	pmagpy-3.2.1	SLB36.2a	u	0	0	898	SLB36.2a_LP-DIR-T-19														
This study		2.9	329.4	40.5	SLB36.2a_LP-DIR-T	6.36E-08	6.48E-10	2.53E-09	1.89E-09	1	273	LT-T-Z:LP-DIR-T	20	g	pmagpy-3.2.1	SLB36.2a	u	0	0	913	SLB36.2a_LP-DIR-T-20														
This study		2.7	327.9	39.6	SLB36.2a_LP-DIR-T	4.02E-08	1.14E-09	1.57E-09	3.82E-10	1	273	LT-T-Z:LP-DIR-T	21	g	pmagpy-3.2.1	SLB36.2a	u	0	0	928	SLB36.2a_LP-DIR-T-21														
This study		2.5	331.1	36.3	SLB36.2a_LP-DIR-T	2.90E-08	9.87E-10	1.00E-09	2.14E-10	1	273	LT-T-Z:LP-DIR-T	22	g	pmagpy-3.2.1	SLB36.2a	u	0	0	938	SLB36.2a_LP-DIR-T-22														
This study		1.3	325.2	35.7	SLB36.2a_LP-DIR-T	1.78E-08	2.93E-10	2.65E-10	2.26E-10	1	273	LT-T-Z:LP-DIR-T	23	g	pmagpy-3.2.1	SLB36.2a	u	0	0	948	SLB36.2a_LP-DIR-T-23														
This study		1.9	316.6	42.2	SLB36.2a_LP-DIR-T	4.31E-09	9.72E-11	1.14E-10	1.97E-11	1	273	LT-T-Z:LP-DIR-T	24	g	pmagpy-3.2.1	SLB36.2a	u	0	0	953	SLB36.2a_LP-DIR-T-24														
This study		0.7	286.6	34.9	SLB36.3a_LP-DIR-T	8.63E-07	7.38E-09	6.71E-09	6.28E-09	1	273	LT-NO:LP-DIR-T	1	g	pmagpy-3.2.1	SLB36.3a	u	0	0	273	SLB36.3a_LP-DIR-T-1														
This study		1.5	286.8	34.8	SLB36.3a_LP-DIR-T	8.49E-07	2.09E-08	5.21E-09	5.89E-09	1	273	LT-LT-Z:LP-DIR-T	2	g	pmagpy-3.2.1	SLB36.3a	u	0	0	77	SLB36.3a_LP-DIR-T-2														
This study		0.7	285.7	34.7	SLB36.3a_LP-DIR-T	8.40E-07	5.99E-09	1.17E-08	4.73E-09	1	273	LT-T-Z:LP-DIR-T	3	g	pmagpy-3.2.1	SLB36.3a	u	0	0	373	SLB36.3a_LP-DIR-T-3														
This study		0.7	284.7	34.4	SLB36.3a_LP-DIR-T	8.14E-07	9.12E-09	3.91E-09	5.72E-09	1	273	LT-T-Z:LP-DIR-T	4	g	pmagpy-3.2.1	SLB36.3a	u	0	0	473	SLB36.3a_LP-DIR-T-4														
This study		2.3	286.6	34.2	SLB36.3a_LP-DIR-T	7.83E-07	3.07E-08	8.31E-09	4.25E-09	1	273	LT-T-Z:LP-DIR-T	5	g	pmagpy-3.2.1	SLB36.3a	u	0	0	573	SLB36.3a_LP-DIR-T-5														
This study		0.5	287.1	33.7	SLB36.3a_LP-DIR-T	6.47E-07	4.98E-09	3.36E-09	1.73E-09	1	273	LT-T-Z:LP-DIR-T	6	g	pmagpy-3.2.1	SLB36.3a	u	0	0	673	SLB36.3a_LP-DIR-T-6														
This study		1.3	285.5	33.7	SLB36.3a_LP-DIR-T	5.79E-07	1.27E-08	3.22E-09	2.36E-09	1	273	LT-T-Z:LP-DIR-T	7	g	pmagpy-3.2.1	SLB36.3a	u	0	0	723	SLB36.3a_LP-DIR-T-7														
This study		0.8	287.3	33.2	SLB36.3a_LP-DIR-T	5.51E-07	5.31E-09	5.21E-09	3.98E-09	1	273	LT-T-Z:LP-DIR-T	8	g	pmagpy-3.2.1	SLB36.3a	u	0	0	748	SLB36.3a_LP-DIR-T-8														
This study		0.6	290.5	33.6	SLB36.3a_LP-DIR-T	5.13E-07	4.47E-09	3.24E-09	3.40E-09	1	273	LT-T-Z:LP-DIR-T	9	g	pmagpy-3.2.1	SLB36.3a	u	0	0	773	SLB36.3a_LP-DIR-T-9														
This study		1.2	286.7	33.7	SLB36.3a_LP-DIR-T	4.81E-07	6.62E-09	7.26E-09	4.46E-09	1	273	LT-T-Z:LP-DIR-T	10	g	pmagpy-3.2.1	SLB36.3a	u	0	0	798	SLB36.3a_LP-DIR-T-10														
This study		2.5	286.6	34	SLB36.3a_LP-DIR-T	4.24E-07	1.77E-08	4.08E-09	2.99E-09	1	273	LT-T-Z:LP-DIR-T	11	g	pmagpy-3.2.1	SLB36.3a	u	0	0	823	SLB36.3a_LP-DIR-T-11														
This study		2.6	286.4	34.1	SLB36.3a_LP-DIR-T	3.81E-07	1.68E-08	3.89E-09	2.21E-09	1	273	LT-T-Z:LP-DIR-T	12	g	pmagpy-3.2.1	SLB36.3a	u	0	0	833	SLB36.3a_LP-DIR-T-12														
This study		1.3	286.6	34.3	SLB36.3a_LP-DIR-T	3.34E-07	7.21E-09	1.53E-09	1.50E-09	1	273	LT-T-Z:LP-DIR-T	13	g	pmagpy-3.2.1	SLB36.3a	u	0	0	843	SLB36.3a_LP-DIR-T-13														
This study		2.5	288.1	34.3	SLB36.3a_LP-DIR-T	3.20E-07	1.34E-08	4.00E-09	1.48E-09	1	273	LT-T-Z:LP-DIR-T	14	g	pmagpy-3.2.1	SLB36.3a	u	0	0	848	SLB36.3a_LP-DIR-T-14														
This study		2.9	287.2	34.3	SLB36.3a_LP-DIR-T	3.05E-07	1.48E-08	4.33E-09	1.29E-09	1	273	LT-T-Z:LP-DIR-T	15	g	pmagpy-3.2.1	SLB36.3a	u	0	0	853	SLB36.3a_LP-DIR-T-15														
This study		0.7	287.7	35.3	SLB36.3a_LP-DIR-T	2.59E-07	3.09E-09	1.25E-09	1.22E-09	1	273	LT-T-Z:LP-DIR-T	16	g	pmagpy-3.2.1	SLB36.3a	u	0	0	868	SLB36.3a_LP-DIR-T-16														
This study		0.5	287.2	35.2	SLB36.3a_LP-DIR-T	2.03E-07	1.73E-09	1.21E-09	9.25E-10	1	273	LT-T-Z:LP-DIR-T	17	g	pmagpy-3.2.1	SLB36.3a	u	0	0	883	SLB36.3a_LP-DIR-T-17														
This study		0.4	286.3	35	SLB36.3a_LP-DIR-T	9.46E-08	6.80E-10	4.60E-10	3.27E-10	1	273	LT-T-Z:LP-DIR-T	18	b	pmagpy-3.2.1	SLB36.3a	u	0	0	898	SLB36.3a_LP-DIR-T-18														
This study		0.6	285.8	35.1	SLB36.3a_LP-DIR-T	9.46E-08	9.39E-10	4.01E-10	3.09E-10	1	273	LT-T-Z:LP-DIR-T	19	g	pmagpy-3.2.1	SLB36.3a	u	0	0	898	SLB36.3a_LP-DIR-T-19														
This study		1.2	284.6	34.2	SLB36.3a_LP-DIR-T	7.18E-08	1.48E-09	3.56E-10	4.47E-10	1	273	LT-T-Z:LP-DIR-T	20	g	pmagpy-3.2.1	SLB36.3a	u	0	0	913	SLB36.3a_LP-DIR-T-20														
This study		1.8	284.7	32.8	SLB36.3a_LP-DIR-T	4.71E-08	1.45E-09	6.20E-10	2.37E-10	1	273	LT-T-Z:LP-DIR-T	21	g	pmagpy-3.2.1	SLB36.3a	u	0	0	928	SLB36.3a_LP-DIR-T-21														
This study		0.9	283.6	33.1	SLB36.3a_LP-DIR-T	3.57E-08	4.26E-10	5.63E-10	2.50E-10	1	273	LT-T-Z:LP-DIR-T	22	g	pmagpy-3.2.1	SLB36.3a	u	0	0	938	SLB36.3a_LP-DIR-T-22														
